,prompt,orig_completion,completion
4736,What's the breakdown of Engagement rate by OS in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$os"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:os}"
4737,What's the breakdown of Engagement rate by OS in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$os"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:os}"
4738,Engagement rate by Initial Page Scroll Percent,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_scroll_percent"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:initial_page_scroll_percent}"
4739,What's the breakdown of Engagement rate by Initial Page Scroll Percent in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_scroll_percent"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:initial_page_scroll_percent}"
4740,What's the breakdown of Engagement rate by Initial Page Scroll Percent in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_scroll_percent"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:initial_page_scroll_percent}"
4741,What's the breakdown of Engagement rate by Initial Page Scroll Percent in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_scroll_percent"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:initial_page_scroll_percent}"
4742,Engagement rate by Latest Revenue,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_revenue"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:latest_revenue}"
4743,What's the breakdown of Engagement rate by Latest Revenue in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_revenue"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:latest_revenue}"
4744,What's the breakdown of Engagement rate by Latest Revenue in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_revenue"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:latest_revenue}"
4745,What's the breakdown of Engagement rate by Latest Revenue in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_revenue"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:latest_revenue}"
4746,Engagement rate by Device Family,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_family"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:device_family}"
4747,What's the breakdown of Engagement rate by Device Family in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_family"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:device_family}"
4748,What's the breakdown of Engagement rate by Device Family in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_family"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:device_family}"
4749,What's the breakdown of Engagement rate by Device Family in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$device_family"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:device_family}"
4750,Engagement rate by Initial Term,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_term"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:initial_term}"
4751,What's the breakdown of Engagement rate by Initial Term in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_term"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:initial_term}"
4752,What's the breakdown of Engagement rate by Initial Term in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_term"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:initial_term}"
4753,What's the breakdown of Engagement rate by Initial Term in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_term"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:initial_term}"
4754,Engagement rate by Day of First Event,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$day_of_first_event"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:day_of_first_event}"
4755,What's the breakdown of Engagement rate by Day of First Event in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$day_of_first_event"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:day_of_first_event}"
4756,What's the breakdown of Engagement rate by Day of First Event in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$day_of_first_event"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:day_of_first_event}"
4757,What's the breakdown of Engagement rate by Day of First Event in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$day_of_first_event"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:day_of_first_event}"
4758,Engagement rate by 6signal Sic Description,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_sic_description"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:6Signal_sic_description}"
4759,What's the breakdown of Engagement rate by 6signal Sic Description in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_sic_description"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:6Signal_sic_description}"
4760,What's the breakdown of Engagement rate by 6signal Sic Description in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_sic_description"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:6Signal_sic_description}"
4761,What's the breakdown of Engagement rate by 6signal Sic Description in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_sic_description"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:6Signal_sic_description}"
4762,Engagement rate by Latest Keyword Match UnitType,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_keyword_match_type"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:latest_keyword_match_type}"
4763,What's the breakdown of Engagement rate by Latest Keyword Match UnitType in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_keyword_match_type"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:latest_keyword_match_type}"
4764,What's the breakdown of Engagement rate by Latest Keyword Match UnitType in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_keyword_match_type"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:latest_keyword_match_type}"
4765,What's the breakdown of Engagement rate by Latest Keyword Match UnitType in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_keyword_match_type"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:latest_keyword_match_type}"
4766,Engagement rate by 6signal Annual Revenue,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_annual_revenue"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:6Signal_annual_revenue}"
4767,What's the breakdown of Engagement rate by 6signal Annual Revenue in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_annual_revenue"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:6Signal_annual_revenue}"
4768,What's the breakdown of Engagement rate by 6signal Annual Revenue in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_annual_revenue"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:6Signal_annual_revenue}"
4769,What's the breakdown of Engagement rate by 6signal Annual Revenue in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_annual_revenue"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:6Signal_annual_revenue}"
4770,Engagement rate by Latest Referrer URL,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer_url"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:latest_referrer_url}"
4771,What's the breakdown of Engagement rate by Latest Referrer URL in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer_url"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:latest_referrer_url}"
4772,What's the breakdown of Engagement rate by Latest Referrer URL in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer_url"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:latest_referrer_url}"
4773,What's the breakdown of Engagement rate by Latest Referrer URL in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_referrer_url"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:latest_referrer_url}"
4774,Engagement rate by Latest Creative,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_creative"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:latest_creative}"
4775,What's the breakdown of Engagement rate by Latest Creative in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_creative"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:latest_creative}"
4776,What's the breakdown of Engagement rate by Latest Creative in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_creative"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:latest_creative}"
4777,What's the breakdown of Engagement rate by Latest Creative in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$latest_creative"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:latest_creative}"
4778,Engagement rate by 6signal Naics Description,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_naics_description"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:6Signal_naics_description}"
4779,What's the breakdown of Engagement rate by 6signal Naics Description in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_naics_description"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:6Signal_naics_description}"
4780,What's the breakdown of Engagement rate by 6signal Naics Description in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_naics_description"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:6Signal_naics_description}"
4781,What's the breakdown of Engagement rate by 6signal Naics Description in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_naics_description"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:6Signal_naics_description}"
4782,Engagement rate by Session Spent Time,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_spent_time"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:session_spent_time}"
4783,What's the breakdown of Engagement rate by Session Spent Time in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_spent_time"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:session_spent_time}"
4784,What's the breakdown of Engagement rate by Session Spent Time in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_spent_time"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:session_spent_time}"
4785,What's the breakdown of Engagement rate by Session Spent Time in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$session_spent_time"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:session_spent_time}"
4786,Engagement rate by Total Cost,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$total_cost"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:total_cost}"
4787,What's the breakdown of Engagement rate by Total Cost in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$total_cost"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:total_cost}"
4788,What's the breakdown of Engagement rate by Total Cost in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$total_cost"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:total_cost}"
4789,What's the breakdown of Engagement rate by Total Cost in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$total_cost"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:total_cost}"
4790,Engagement rate by User ID,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$user_id"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:user_id}"
4791,What's the breakdown of Engagement rate by User ID in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$user_id"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:user_id}"
4792,What's the breakdown of Engagement rate by User ID in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$user_id"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:user_id}"
4793,What's the breakdown of Engagement rate by User ID in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$user_id"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:user_id}"
4794,Engagement rate by Browser,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:browser}"
4795,What's the breakdown of Engagement rate by Browser in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:browser}"
4796,What's the breakdown of Engagement rate by Browser in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:browser}"
4797,What's the breakdown of Engagement rate by Browser in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$browser"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:browser}"
4798,Engagement rate by Initial Adgroup,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_adgroup"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:initial_adgroup}"
4799,What's the breakdown of Engagement rate by Initial Adgroup in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_adgroup"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:initial_adgroup}"
4800,What's the breakdown of Engagement rate by Initial Adgroup in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_adgroup"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:initial_adgroup}"
4801,What's the breakdown of Engagement rate by Initial Adgroup in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_adgroup"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:initial_adgroup}"
4802,Engagement rate by 6signal Zip,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_zip"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:6Signal_zip}"
4803,What's the breakdown of Engagement rate by 6signal Zip in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_zip"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:6Signal_zip}"
4804,What's the breakdown of Engagement rate by 6signal Zip in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_zip"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:6Signal_zip}"
4805,What's the breakdown of Engagement rate by 6signal Zip in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$6Signal_zip"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:6Signal_zip}"
4806,Engagement rate by Country,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$country"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:country}"
4807,What's the breakdown of Engagement rate by Country in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$country"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:country}"
4808,What's the breakdown of Engagement rate by Country in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$country"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:country}"
4809,What's the breakdown of Engagement rate by Country in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$country"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:engagement_rate,qf:-,qb:country}"
4810,Engagement rate by Initial Keyword Match UnitType,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_keyword_match_type"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:engagement_rate,qf:-,qb:initial_keyword_match_type}"
4811,What's the breakdown of Engagement rate by Initial Keyword Match UnitType in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_keyword_match_type"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:engagement_rate,qf:-,qb:initial_keyword_match_type}"
4812,What's the breakdown of Engagement rate by Initial Keyword Match UnitType in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""engagement_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_keyword_match_type"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:engagement_rate,qf:-,qb:initial_keyword_match_type}"
